gid,objectid,loc_name,status,score,match_type,match_addr,longlabel,shortlabel,addr_type,type,placename,place_addr,phone,url,rank,addbldg,addnum,addnumfrom,addnumto,addrange,side,stpredir,stpretype,stname,sttype,stdir,bldgtype,bldgname,leveltype,levelname,unittype,unitname,subaddr,staddr,block,sector,nbrhd,district,city,metroarea,subregion,region,regionabbr,territory,zone,postal,postalext,country,cntryname,langcode,distance,x,y,displayx,displayy,__xmin,__xmax,ymin,ymax,exinfo,arc_single,id,loannumber,borrowerna,borrowerad,borrowerci,borrowerst,borrowerzi,loanstatus,loanstat_1,initialapp,currentapp,currenta_1,servicingl,hubzoneind,businessag,jobsreport,naicscode,lmiindicat,businessty,forgivenes,forgiven_1,full_addre,geom
232,232,World,M,100,A,"1345 Seneca Ave, Bronx, New York, 10474","1345 Seneca Ave, Bronx, NY, 10474, USA",1345 Seneca Ave,PointAddress,NULL,NULL,"1345 Seneca Ave, Bronx, New York, 10474",NULL,NULL,20,NULL,1345,NULL,NULL,NULL,NULL,NULL,NULL,Seneca,Ave,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1345 Seneca Ave,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10474,4611,USA,United States,ENG,0,-73.88539799,40.81932272,-73.88539799,40.81932272,-73.88639799,-73.88439799,40.81832272,40.82032272,NULL,"1345 Seneca Ave Bronx, NY",46981,6884587104,"TWI-LAQ INDUSTRIES, INC.",1345 Seneca Ave,Bronx,NY,10474,6/16/21,Paid in Full,243000,243000,243000,Customers Bank,Y,Existing or more than 2 years old,25,453998,Y,Sole Proprietorship,245350.11,5/17/21,"1345 Seneca Ave Bronx, NY",0101000020E610000054F1565CAA7852C0C0D11C91DF684440
233,233,World,M,100,A,"420 Manida St, Bronx, New York, 10474","420 Manida St, Bronx, NY, 10474, USA",420 Manida St,PointAddress,NULL,NULL,"420 Manida St, Bronx, New York, 10474",NULL,NULL,20,NULL,420,NULL,NULL,NULL,NULL,NULL,NULL,Manida,St,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,420 Manida St,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10474,6817,USA,United States,ENG,0,-73.88691185,40.80932005,-73.88691185,40.80932005,-73.88791185,-73.88591185,40.80832005,40.81032005,NULL,"420 Manida Street Bronx, NY",47765,3323917702,REPUBLIC SCAFFOLD AND HOIST CORP-SBA SMALL 7A TERM,420 Manida Street,Bronx,NY,10474,9/29/21,Paid in Full,239078,239078,239078,"TD Bank, National Association",Y,Existing or more than 2 years old,20,238990,Y,Corporation,242099.68,8/5/21,"420 Manida Street Bronx, NY",0101000020E610000084F1E829C37852C038CFA2CC97674440
234,234,World,M,100,A,"641 Timpson Pl, Bronx, New York, 10455","641 Timpson Pl, Bronx, NY, 10455, USA",641 Timpson Pl,PointAddress,NULL,NULL,"641 Timpson Pl, Bronx, New York, 10455",NULL,NULL,20,NULL,641,NULL,NULL,NULL,NULL,NULL,NULL,Timpson,Pl,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,641 Timpson Pl,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10455,3803,USA,United States,ENG,0,-73.90062364,40.81242244,-73.90062364,40.81242244,-73.90162364,-73.89962364,40.81142244,40.81342244,NULL,"641 Timpson Pl Bronx, NY",49473,1759527705,"FRESH START PRODUCE, LLC",641 Timpson Pl,Bronx,NY,10455,5/21/21,Paid in Full,230642,230642,230642,"JPMorgan Chase Bank, National Association",Y,Existing or more than 2 years old,33,445230,Y,Limited  Liability Company(LLC),232776.72,4/8/21,"641 Timpson Pl Bronx, NY",0101000020E610000044F350D1A37952C008D06675FD674440
235,235,World,M,100,A,"15 E 167th St, Bronx, New York, 10452","15 E 167th St, Bronx, NY, 10452, USA",15 E 167th St,PointAddress,NULL,NULL,"15 E 167th St, Bronx, New York, 10452",NULL,NULL,20,NULL,15,NULL,NULL,NULL,NULL,E,NULL,167th,St,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15 E 167th St,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10452,8224,USA,United States,ENG,0,-73.92152232,40.8359504,-73.92152232,40.8359504,-73.92252232,-73.92052232,40.8349504,40.8369504,NULL,"15 E 167th St Bronx, NY",51635,7839677200,3CS  BLESSING INC,15 E 167th St,Bronx,NY,10452-8224,5/21/21,Paid in Full,221030,221030,221030,"Grow America Fund, Incorporated",Y,Existing or more than 2 years old,48,722513,Y,Corporation,223025.41,3/31/21,"15 E 167th St Bronx, NY",0101000020E6100000ECF5BE38FA7A52C008D63C6C006B4440
236,236,World,M,100,A,"540 Faile St, Bronx, New York, 10474","540 Faile St, Bronx, NY, 10474, USA",540 Faile St,PointAddress,NULL,NULL,"540 Faile St, Bronx, New York, 10474",NULL,NULL,20,NULL,540,NULL,NULL,NULL,NULL,NULL,NULL,Faile,St,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,540 Faile St,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10474,6908,USA,United States,ENG,0,-73.88558348,40.811569,-73.88558348,40.811569,-73.88658348,-73.88458348,40.810569,40.812569,NULL,"540 Faile Street Bronx, NY",52318,1269777304,REYES PRODUCE CORP,540 Faile Street,Bronx,NY,10474,9/28/21,Paid in Full,218016,218016,218016,Signature Bank,Y,Existing or more than 2 years old,20,445230,Y,Subchapter S Corporation,220906.95,9/2/21,"540 Faile Street Bronx, NY",0101000020E610000058F15866AD7852C0C8CF2E7EE1674440
237,237,World,M,100,A,"2804 3rd Ave, Bronx, New York, 10455","2804 3rd Ave, Bronx, NY, 10455, USA",2804 3rd Ave,PointAddress,NULL,NULL,"2804 3rd Ave, Bronx, New York, 10455",NULL,NULL,20,NULL,2804,NULL,NULL,NULL,NULL,NULL,NULL,3rd,Ave,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2804 3rd Ave,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10455,4000,USA,United States,ENG,0,-73.91878026,40.81530133,-73.91878026,40.81530133,-73.91978026,-73.91778026,40.81430133,40.81630133,NULL,"2804 3rd Ave Bronx, NY",53273,3841718708,DON PANCHO DEVELOPMENT CORPORATION,2804 3rd Ave,Bronx,NY,10455-4000,5/22/21,Paid in Full,214000,214000,214000,Popular Bank,Y,Existing or more than 2 years old,19,531311,Y,501(c)3 – Non Profit,216389.67,5/23/22,"2804 3rd Ave Bronx, NY",0101000020E610000098F5BA4BCD7A52C0B8D048CB5B684440
238,238,World,T,98,A,"Bronx, New York","Bronx, NY, USA",Bronx,Locality,City,Bronx,"Bronx, New York",NULL,NULL,2.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bronx,New York City Metro,Bronx County,New York,NY,NULL,NULL,NULL,NULL,USA,United States,ENG,0,-73.92309,40.826,-73.92309,40.826,-73.93309,-73.91309,40.816,40.836,NULL,"PO BOX 1381 Bronx, NY",53293,1905337205,BRONX CHILDRENS MUSEUM,PO BOX 1381,Bronx,NY,10451,9/29/21,Paid in Full,213930,213930,213930,"TD Bank, National Association",N,Existing or more than 2 years old,34,712110,N,Partnership,216746.75,8/11/21,"PO BOX 1381 Bronx, NY",0101000020E6100000EC5014E8137B52C0883F355EBA694440
239,239,World,M,99.29,A,"26 Bruckner Blvd, Bronx, New York, 10454","26 Bruckner Blvd, Bronx, NY, 10454, USA",26 Bruckner Blvd,PointAddress,NULL,NULL,"26 Bruckner Blvd, Bronx, New York, 10454",NULL,NULL,20,NULL,26,NULL,NULL,NULL,NULL,NULL,NULL,Bruckner,Blvd,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26 Bruckner Blvd,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10454,4433,USA,United States,ENG,0,-73.92829238,40.80701741,-73.92829238,40.80701741,-73.92929238,-73.92729238,40.80601741,40.80801741,4R,"26 Bruckner Boulevard 4R Bronx, NY",55553,5352257409,"POFI CONSTRUCTION, CORP.",26 Bruckner Boulevard 4R,Bronx,NY,10454,10/19/21,Paid in Full,204600,204600,204600,Customers Bank,N,Existing or more than 2 years old,23,236118,Y,Corporation,207352.29,9/23/21,"26 Bruckner Boulevard 4R Bronx, NY",0101000020E6100000CCF67224697B52C098CEBC584C674440
240,240,World,M,100,A,"355 Food Center Dr, Bronx, New York, 10474","355 Food Center Dr, Bronx, NY, 10474, USA",355 Food Center Dr,PointAddress,NULL,NULL,"355 Food Center Dr, Bronx, New York, 10474",NULL,NULL,20,NULL,355,NULL,NULL,NULL,NULL,NULL,NULL,Food Center,Dr,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,355 Food Center Dr,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10474,7000,USA,United States,ENG,0,-73.87168386,40.80672937,-73.87168386,40.80672937,-73.87268386,-73.87068386,40.80572937,40.80772937,NULL,"355 food center drive Unit B-14 Bronx, NY",55579,7107527206,"MASTER MEAT PURVEYORS, INC.",355 food center drive Unit B-14,Bronx,NY,10474,5/21/21,Paid in Full,204495,204495,204495,Signature Bank,N,Existing or more than 2 years old,16,424470,Y,Subchapter S Corporation,206500.73,4/29/21,"355 food center drive Unit B-14 Bronx, NY",0101000020E610000094EF16ABC97752C078CE72E842674440
241,241,World,T,92.63,A,"E 157th St, Bronx, New York, 10451","E 157th St, Bronx, NY, 10451, USA",E 157th St,StreetName,NULL,NULL,"E 157th St, Bronx, New York, 10451",NULL,NULL,20,NULL,NULL,NULL,NULL,NULL,NULL,E,NULL,157th,St,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,E 157th St,NULL,NULL,Melrose South-Mott Haven North,Bronx,Bronx,New York City Metro,Bronx County,New York,NY,NULL,NULL,10451,NULL,USA,United States,ENG,0,-73.91391864,40.82128343,-73.91391864,40.82128343,-73.91491864,-73.91291864,40.82028343,40.82228343,1157,"1157 E 157th St Bronx, NY",56184,5938757109,ADVERTISEMENT CARRIERS ENTERPRISES,1157 E 157th St,Bronx,NY,10474-0001,4/15/22,Paid in Full,202100,202100,202100,New York Business Development Corporation,N,Existing or more than 2 years old,12,492210,Y,Corporation,204929.4,9/17/21,"1157 E 157th St Bronx, NY",0101000020E61000002C2E9CA47D7A52C0885CC3D01F694440
242,242,World,M,100,A,"891 E 135th St, Bronx, New York, 10454","891 E 135th St, Bronx, NY, 10454, USA",891 E 135th St,PointAddress,NULL,NULL,"891 E 135th St, Bronx, New York, 10454",NULL,NULL,20,NULL,891,NULL,NULL,NULL,NULL,E,NULL,135th,St,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,891 E 135th St,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10454,3611,USA,United States,ENG,0,-73.90969386,40.80085957,-73.90969386,40.80085957,-73.91069386,-73.90869386,40.79985957,40.80185957,NULL,"891 East 135th Street Bronx, NY",56430,1934307805,"TRIBORO FIBERS, INC",891 East 135th Street,Bronx,NY,10454-3611,3/13/21,Paid in Full,201147,201147,201147,PCSB Bank,Y,Existing or more than 2 years old,19,562920,Y,Corporation,202728.24,3/9/21,"891 East 135th Street Bronx, NY",0101000020E61000006CF4986C387A52C010CDF49082664440
243,243,World,M,100,A,"59 E 167th St, Bronx, New York, 10452","59 E 167th St, Bronx, NY, 10452, USA",59 E 167th St,PointAddress,NULL,NULL,"59 E 167th St, Bronx, New York, 10452",NULL,NULL,20,NULL,59,NULL,NULL,NULL,NULL,E,NULL,167th,St,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,59 E 167th St,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10452,8202,USA,United States,ENG,0,-73.92066745,40.83568369,-73.92066745,40.83568369,-73.92166745,-73.91966745,40.83468369,40.83668369,NULL,"59 E 167 ST Bronx, NY",57591,8727567202,"C & C BROS. OF NY, LLC",59 E 167 ST,Bronx,NY,10452,11/20/21,Paid in Full,197210,197210,197210,Popular Bank,Y,Existing or more than 2 years old,31,445110,Y,Limited  Liability Company(LLC),200190.06,11/4/21,"59 E 167 ST Bronx, NY",0101000020E6100000D8F52837EC7A52C0F8D5E4AEF76A4440
245,245,World,M,100,A,"789 E 139th St, Bronx, New York, 10454","789 E 139th St, Bronx, NY, 10454, USA",789 E 139th St,PointAddress,NULL,NULL,"789 E 139th St, Bronx, New York, 10454",NULL,NULL,20,NULL,789,NULL,NULL,NULL,NULL,E,NULL,139th,St,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,789 E 139th St,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10454,1913,USA,United States,ENG,0,-73.910221,40.80475518,-73.910221,40.80475518,-73.911221,-73.909221,40.80375518,40.80575518,NULL,"789 E.139th st Bronx, NY",58112,4212067110,REGAL FINISHING CORP.,789 E.139th st,Bronx,NY,10454,4/10/21,Paid in Full,280000,195300,195300,Customers Bank,Y,Existing or more than 2 years old,20,236118,Y,Corporation,196798.19,3/8/21,"789 E.139th st Bronx, NY",0101000020E610000080F4920F417A52C010CEBE3702674440
247,247,World,M,97.74,A,"900 Edgewater Rd, Bronx, New York, 10474","900 Edgewater Rd, Bronx, NY, 10474, USA",900 Edgewater Rd,PointAddress,NULL,NULL,"900 Edgewater Rd, Bronx, New York, 10474",NULL,NULL,20,NULL,900,NULL,NULL,NULL,NULL,NULL,NULL,Edgewater,Rd,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,900 Edgewater Rd,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10474,4900,USA,United States,ENG,0,-73.88418714,40.82101041,-73.88418714,40.82101041,-73.88518714,-73.88318714,40.82001041,40.82201041,NULL,"900 Edgewater Avenue Bronx, NY",59163,7218947707,SAL'S METAL CORP.,900 Edgewater Avenue,Bronx,NY,10474,5/18/21,Paid in Full,191700,191700,191700,"Citibank, N.A.",N,Existing or more than 2 years old,20,423930,Y,Subchapter S Corporation,193393.35,4/8/21,"900 Edgewater Avenue Bronx, NY",0101000020E61000002CF1AA85967852C040D288DE16694440
248,248,World,M,100,A,"542 Barretto St, Bronx, New York, 10474","542 Barretto St, Bronx, NY, 10474, USA",542 Barretto St,PointAddress,NULL,NULL,"542 Barretto St, Bronx, New York, 10474",NULL,NULL,20,NULL,542,NULL,NULL,NULL,NULL,NULL,NULL,Barretto,St,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,542 Barretto St,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10474,6720,USA,United States,ENG,0,-73.88835421,40.81118481,-73.88835421,40.81118481,-73.88935421,-73.88735421,40.81018481,40.81218481,NULL,"542 Barretto Street Bronx, NY",59682,6349047409,BRONX IRON AND STEEL FABRICATORS INC,542 Barretto Street,Bronx,NY,10454,11/20/21,Paid in Full,189895,189895,189895,Celtic Bank Corporation,N,Existing or more than 2 years old,12,236115,Y,Corporation,192579.54,10/14/21,"542 Barretto Street Bronx, NY",0101000020E6100000B4F198CBDA7852C0B0CF68E7D4674440
249,249,World,M,100,A,"773 Concourse Vlg E, Bronx, New York, 10451","773 Concourse Vlg E, Bronx, NY, 10451, USA",773 Concourse Vlg E,PointAddress,NULL,NULL,"773 Concourse Vlg E, Bronx, New York, 10451",NULL,NULL,20,NULL,773,NULL,NULL,NULL,NULL,NULL,NULL,Concourse,Vlg,E,NULL,NULL,NULL,NULL,NULL,NULL,NULL,773 Concourse Vlg E,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10451,NULL,USA,United States,ENG,0,-73.92021759,40.82301654,-73.92021759,40.82301654,-73.92121759,-73.91921759,40.82201654,40.82401654,NULL,"773 Concourse Vlg E Apt 15B Bronx, NY",60698,8030688700,KANDYBAR BOUTIQUE,773 Concourse Vlg E Apt 15B,Bronx,NY,10451-3903,8/18/21,Paid in Full,186823,186823,186823,"Bank of America, National Association",Y,Existing or more than 2 years old,10,448120,N,Corporation,187355.32,7/21/21,"773 Concourse Vlg E Apt 15B Bronx, NY",0101000020E6100000C8F552D8E47A52C0C0D2209B58694440
250,250,World,M,100,A,"600A E 132nd St, Bronx, New York, 10454","600A E 132nd St, Bronx, NY, 10454, USA",600A E 132nd St,StreetAddress,NULL,NULL,"600A E 132nd St, Bronx, New York, 10454",NULL,NULL,20,NULL,600A,698,600,600-698,L,E,NULL,132nd,St,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,600A E 132nd St,NULL,NULL,Port Morris,Bronx,Bronx,New York City Metro,Bronx County,New York,NY,NULL,NULL,10454,4603,USA,United States,ENG,0,-73.92024035,40.80284214,-73.92024035,40.80284214,-73.92124035,-73.91924035,40.80184214,40.80384214,NULL,"600a E 132nd St Bronx, NY",60703,1024037710,"FEJOST, LLC",600a E 132nd St,Bronx,NY,10454,6/22/21,Paid in Full,186815,186815,186815,"JPMorgan Chase Bank, National Association",Y,Existing or more than 2 years old,14,485999,Y,Limited  Liability Company(LLC),188727.16,5/13/21,"600a E 132nd St Bronx, NY",0101000020E61000000C7BC337E57A52C000C40488C3664440
251,251,World,M,100,A,"369 E 149th St, Bronx, New York, 10455","369 E 149th St, Bronx, NY, 10455, USA",369 E 149th St,PointAddress,NULL,NULL,"369 E 149th St, Bronx, New York, 10455",NULL,NULL,20,NULL,369,NULL,NULL,NULL,NULL,E,NULL,149th,St,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,369 E 149th St,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10455,NULL,USA,United States,ENG,0,-73.91877414,40.81653134,-73.91877414,40.81653134,-73.91977414,-73.91777414,40.81553134,40.81753134,NULL,"369 E 149th St Fl 9 Bronx, NY",60882,5291168408,URBAN HEIGHTS MEDICAL P.C.,369 E 149th St Fl 9,Bronx,NY,10455-3902,2/18/22,Paid in Full,186157,186157,186157,Loan Source Incorporated,Y,Existing or more than 2 years old,9,621111,Y,Subchapter S Corporation,187437.15,10/27/21,"369 E 149th St Fl 9 Bronx, NY",0101000020E610000098F51032CD7A52C018D14A1984684440
252,252,World,M,100,A,"421 Bruckner Blvd, Bronx, New York, 10455","421 Bruckner Blvd, Bronx, NY, 10455, USA",421 Bruckner Blvd,PointAddress,NULL,NULL,"421 Bruckner Blvd, Bronx, New York, 10455",NULL,NULL,20,NULL,421,NULL,NULL,NULL,NULL,NULL,NULL,Bruckner,Blvd,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,421 Bruckner Blvd,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10455,5007,USA,United States,ENG,0,-73.90492732,40.80869593,-73.90492732,40.80869593,-73.90592732,-73.90392732,40.80769593,40.80969593,NULL,"421 Bruckner Blvd Bronx, NY",60937,4542858502,RIVERDALE ELECTRICAL SERVICES,421 Bruckner Blvd,Bronx,NY,10455-5007,6/15/22,Paid in Full,185965,185965,185965,Loan Source Incorporated,Y,Existing or more than 2 years old,16,238210,Y,Corporation,188247.53,5/26/22,"421 Bruckner Blvd Bronx, NY",0101000020E6100000D4F34A54EA7952C008CF2A5983674440
253,253,World,M,100,A,"370 E 146th St, Bronx, New York, 10455","370 E 146th St, Bronx, NY, 10455, USA",370 E 146th St,PointAddress,NULL,NULL,"370 E 146th St, Bronx, New York, 10455",NULL,NULL,20,NULL,370,NULL,NULL,NULL,NULL,E,NULL,146th,St,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,370 E 146th St,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10455,4022,USA,United States,ENG,0,-73.91980386,40.81429521,-73.91980386,40.81429521,-73.92080386,-73.91880386,40.81329521,40.81529521,NULL,"370 east 146 st Bronx, NY",61468,1890208204,LERCO ELECTRIC LLC,370 east 146 st,Bronx,NY,10455,3/19/21,Paid in Full,184200,184200,184200,"Capital One, National Association",Y,Existing or more than 2 years old,15,238210,Y,Limited  Liability Company(LLC),185156.82,2/10/21,"370 east 146 st Bronx, NY",0101000020E6100000B8F50211DE7A52C078D052D33A684440
254,254,World,M,100,A,"322 E 149th St, Bronx, New York, 10451","322 E 149th St, Bronx, NY, 10451, USA",322 E 149th St,PointAddress,NULL,NULL,"322 E 149th St, Bronx, New York, 10451",NULL,NULL,20,NULL,322,NULL,NULL,NULL,NULL,E,NULL,149th,St,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,322 E 149th St,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10451,5613,USA,United States,ENG,0,-73.92078153,40.81672642,-73.92078153,40.81672642,-73.92178153,-73.91978153,40.81572642,40.81772642,NULL,"322 East 149th Street Bronx, NY",61812,7500647203,OZ PHARMA INC,322 East 149th Street,Bronx,NY,10451-5613,2/18/22,Paid in Full,183100,183100,183100,Loan Source Incorporated,Y,Existing or more than 2 years old,18,446110,Y,Corporation,184725.33,3/29/21,"322 East 149th Street Bronx, NY",0101000020E6100000D4F5A215EE7A52C018D1D07D8A684440
255,255,World,M,100,A,"1015 Ogden Ave, Bronx, New York, 10452","1015 Ogden Ave, Bronx, NY, 10452, USA",1015 Ogden Ave,PointAddress,NULL,NULL,"1015 Ogden Ave, Bronx, New York, 10452",NULL,NULL,20,NULL,1015,NULL,NULL,NULL,NULL,NULL,NULL,Ogden,Ave,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1015 Ogden Ave,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10452,5104,USA,United States,ENG,0,-73.92926971,40.83342359,-73.92926971,40.83342359,-73.93026971,-73.92826971,40.83242359,40.83442359,NULL,"1015 Ogden Ave Bronx, NY",61938,4515817401,SUCCESS COUNSELING SERVICES INC,1015 Ogden Ave,Bronx,NY,10452-5104,8/10/21,Paid in Full,177197,182658,182658,Trenton Business Assistance Corporation,Y,Existing or more than 2 years old,12,621420,Y,Corporation,184719.78,7/14/21,"1015 Ogden Ave Bronx, NY",0101000020E6100000ECF6AA27797B52C060D5D49FAD6A4440
256,256,World,M,100,A,"1287 E Bay Ave, Bronx, New York, 10474","1287 E Bay Ave, Bronx, NY, 10474, USA",1287 E Bay Ave,PointAddress,NULL,NULL,"1287 E Bay Ave, Bronx, New York, 10474",NULL,NULL,20,NULL,1287,NULL,NULL,NULL,NULL,E,NULL,Bay,Ave,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1287 E Bay Ave,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10474,6918,USA,United States,ENG,0,-73.88566697,40.80877351,-73.88566697,40.80877351,-73.88666697,-73.88466697,40.80777351,40.80977351,NULL,"1287 East Bay Ave Bronx, NY",64575,1387667307,BRONX JUNK CAR DEPOT LLC,1287 East Bay Ave,Bronx,NY,10474,10/19/21,Paid in Full,174692,174692,174692,Valley National Bank,Y,Existing or more than 2 years old,16,423930,Y,Corporation,177103.72,9/16/21,"1287 East Bay Ave Bronx, NY",0101000020E61000005CF180C4AE7852C010CFE8E385674440
257,257,World,M,99.48,A,"216 E 161st St, Bronx, New York, 10451","216 E 161st St, Bronx, NY, 10451, USA",216 E 161st St,PointAddress,NULL,NULL,"216 E 161st St, Bronx, New York, 10451",NULL,NULL,20,NULL,216,NULL,NULL,NULL,NULL,E,NULL,161st,St,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,216 E 161st St,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10451,3541,USA,United States,ENG,0,-73.92104178,40.82510669,-73.92104178,40.82510669,-73.92204178,-73.92004178,40.82410669,40.82610669,NULL,"216 161st Street Bronx, NY",66630,3767777709,HIBACHI BUFFET CONCOURSE INC,216 161st Street,Bronx,NY,10451-3541,11/20/21,Paid in Full,168631,168631,168631,Celtic Bank Corporation,N,Existing or more than 2 years old,41,722513,N,Corporation,102232.92,8/23/21,"216 161st Street Bronx, NY",0101000020E6100000E0F53C59F27A52C048D39A189D694440
258,258,World,M,100,A,"475 Exterior St, Bronx, New York, 10451","475 Exterior St, Bronx, NY, 10451, USA",475 Exterior St,PointAddress,NULL,NULL,"475 Exterior St, Bronx, New York, 10451",NULL,NULL,20,NULL,475,NULL,NULL,NULL,NULL,NULL,NULL,Exterior,St,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,475 Exterior St,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10451,2008,USA,United States,ENG,0,-73.93178646,40.81835758,-73.93178646,40.81835758,-73.93278646,-73.93078646,40.81735758,40.81935758,NULL,"475 Exterior Street Bronx, NY",66978,7139077109,NEW YORK RECYCLING LLC,475 Exterior Street,Bronx,NY,10451-2008,2/2/22,Paid in Full,224000,167600,167600,New York Business Development Corporation,Y,Existing or more than 2 years old,14,238910,Y,Limited  Liability Company(LLC),169510.18,6/15/21,"475 Exterior Street Bronx, NY",0101000020E610000040F7AE63A27B52C080D1FAF0BF684440
260,260,World,M,100,A,"601 Wales Ave, Bronx, New York, 10455","601 Wales Ave, Bronx, NY, 10455, USA",601 Wales Ave,PointAddress,NULL,NULL,"601 Wales Ave, Bronx, New York, 10455",NULL,NULL,20,NULL,601,NULL,NULL,NULL,NULL,NULL,NULL,Wales,Ave,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,601 Wales Ave,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10455,3277,USA,United States,ENG,0,-73.90692121,40.81416969,-73.90692121,40.81416969,-73.90792121,-73.90592121,40.81316969,40.81516969,NULL,"601 Wales Ave Bronx, NY",68737,2629217310,JESSE SHAPIRO AND JAMES GLASS CORP,601 Wales Ave,Bronx,NY,10455,6/16/21,Paid in Full,162747,162747,162747,Customers Bank,Y,Existing or more than 2 years old,12,238150,Y,Corporation,164370.01,5/11/21,"601 Wales Ave Bronx, NY",0101000020E610000018F442FF0A7A52C078D064B636684440
261,261,World,M,100,A,"315 Grand Conc, Bronx, New York, 10451","315 Grand Conc, Bronx, NY, 10451, USA",315 Grand Conc,PointAddress,NULL,NULL,"315 Grand Conc, Bronx, New York, 10451",NULL,NULL,20,NULL,315,NULL,NULL,NULL,NULL,NULL,NULL,Grand,Conc,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,315 Grand Conc,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10451,5445,USA,United States,ENG,0,-73.92936694,40.81456536,-73.92936694,40.81456536,-73.93036694,-73.92836694,40.81356536,40.81556536,NULL,"315 Grand Concourse Bronx, NY",69183,5691127203,AMERICAN CAR WASH SUPPLY INC.,315 Grand Concourse,Bronx,NY,10451,2/16/22,Paid in Full,161680,161680,161680,Provident Bank,Y,Existing or more than 2 years old,16,811192,Y,Subchapter S Corporation,163611.2,7/9/21,"315 Grand Concourse Bronx, NY",0101000020E6100000ECF67ABF7A7B52C098D07EAD43684440
